ID;Name;Description
22560;Bard's Talent;Wind Bard [True Movement: Song of Wind] Lv +1 Additional attribute rarity: ★★☆☆☆ (True Rune)
22561;Bard's Talent;Wind Bard [Infuriate] Lv +1 Additional attribute rarity: ★★★☆☆
22562;Bard's Talent;Wind Bard [Wind Melody Knowledge] Lv +1 Additional attribute rarity: ★★★★☆
22563;Bard's Talent;Wind Bard [Acoustic Stretch] Lv +1 Additional attribute rarity: ★★★★☆
22564;Bard's Talent;Wind Bard [Inspire] Lv +1 Additional attribute rarity: ★★★★☆
22565;Bard's Talent;Wind Bard [Voice of Freedom] Lv +1 Additional attribute rarity: ★★★★★
22566;Bard's Talent;Water Bard [Aqua Rhymes] Lv +1 Additional attribute rarity: ★☆☆☆☆
22567;Bard's Talent;Water Bard [Inspired Appearance] Lv +1 Additional attribute rarity: ★☆☆☆☆
22568;Bard's Talent;Water Bard [Acuity] Lv +1 Additional attribute rarity: ★★☆☆☆
22569;Bard's Talent;Water Bard [Endure] Lv +1 Additional attribute rarity: ★★☆☆☆
22570;Bard's Talent;Water Bard [Water Harmonics] Lv +1 Additional attribute rarity: ★★★☆☆
22571;Bard's Talent;Water Bard [Waving Ripple] Lv +1 Additional attribute rarity: ★★★☆☆
22572;Bard's Talent;Water Bard [Sonata of Water] Lv +1 Additional attribute rarity: ★★★★☆
22573;Bard's Talent;Water Bard [Lingering Melody] Lv +1 Additional attribute rarity: ★★★★☆
22574;Bard's Talent;Water Bard [Advanced Chord of Raindrops] Lv +1 Additional attribute rarity: ★★★★☆
22575;Bard's Talent;Water Bard [Triple Partita] Lv +1 Additional attribute rarity: ★★★★★
22576;Bard's Talent;Light Bard [Shine] Lv +1 Additional attribute rarity: ★☆☆☆☆
22577;Bard's Talent;Light Bard [Melody of Healing] Lv +1 Additional attribute rarity: ★☆☆☆☆
22578;Bard's Talent;Light Bard [Blessings of Light] Lv +1 Additional attribute rarity: ★☆☆☆☆
22579;Bard's Talent;Light Bard [Angelic Chorus] Lv +1 Additional attribute rarity: ★☆☆☆☆
22580;Bard's Talent;Light Bard [Light of Life] Lv +1 Additional attribute rarity: ★★★☆☆
22581;Bard's Talent;Light Bard [Solo of Light] Lv +1 Additional attribute rarity: ★★★★☆
22582;Bard's Talent;Light Bard [Halo] Lv +1 Additional attribute rarity: ★★★★☆
22583;Bard's Talent;Light Bard [Sustained Melody] Lv +1 Additional attribute rarity: ★★★★☆
22584;Bard's Talent;Light Bard [Notes of Light] Lv +1 Additional attribute rarity: ★★★★☆
22585;Bard's Talent;Light Bard [True Hymn: Song of Life] Lv +1 Additional attribute rarity: ★★★★★ (True Rune)
24177;N/A符文天赋属性包_诗人普通_天赋31;Wind Bard  (True Voice of Freedom) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24178;N/A符文天赋属性包_诗人普通_天赋32;Water Bard  (True Sonata of Water) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24179;N/A符文天赋属性包_诗人普通_天赋33;Water Bard  (True Triple Partita) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24180;N/A符文天赋属性包_诗人普通_天赋34;Light Bard  (True Solo of Light) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24181;N/A符文天赋属性包_诗人普通_天赋35;Wind Bard  (Art of Music) Lv1  Additional Attributes Rarity: ★★★☆☆
24182;N/A符文天赋属性包_诗人普通_天赋36;Wind Bard  (Gentle Sway) Lv1  Additional Attributes Rarity: ★★★☆☆
24183;N/A符文天赋属性包_诗人普通_天赋37;Wind Bard  (Wind Maneuver) Lv1  Additional Attributes Rarity: ★★★★☆
24184;N/A符文天赋属性包_诗人普通_天赋38;Wind Bard  (Advanced Voice of Freedom) Lv1  Additional Attributes Rarity: ★★★☆☆
24185;N/A符文天赋属性包_诗人普通_天赋39;Water Bard  (Tuneless Water) Lv1  Additional Attributes Rarity: ★★★☆☆
24186;N/A符文天赋属性包_诗人普通_天赋40;Light Bard  (Softening Melody) Lv1  Additional Attributes Rarity: ★★★★☆
22376;Protector's Talent;Diamond Protector [Crushing Attack] Lv +1 Additional attribute rarity: ★★★★☆
22377;Protector's Talent;Diamond Protector [Absolute Counter Measure] Lv +1 Additional attribute rarity: ★★★★★
22378;Protector's Talent;Diamond Protector [Crushing Power] Lv +1 Additional attribute rarity: ★★☆☆☆
22379;Protector's Talent;Diamond Protector [Lineage of Rocks] Lv +1 Additional attribute rarity: ★★★★☆
22380;Protector's Talent;Diamond Protector [Gust] Lv +1 Additional attribute rarity: ★☆☆☆☆
22381;Protector's Talent;Diamond Protector [Counter Time] Lv +1 Additional attribute rarity: ★★★★☆
22382;Protector's Talent;Diamond Protector [Crushing Rage] Lv +1 Additional attribute rarity: ★★☆☆☆
22383;Protector's Talent;Diamond Protector [Earth Source] Lv +1 Additional attribute rarity: ★☆☆☆☆
22384;Protector's Talent;Diamond Protector [Earthen Rage] Lv +1 Additional attribute rarity: ★★★★★
22385;Protector's Talent;Diamond Protector [Code of Fury] Lv +1 Additional attribute rarity: ★★★★☆
22386;Protector's Talent;Granite Protector [Nature Aura] Lv +1 Additional attribute rarity: ★★★☆☆
22387;Protector's Talent;Granite Protector [Iceflame Aura] Lv +1 Additional attribute rarity: ★★★☆☆
22388;Protector's Talent;Granite Protector [Chaos Aura] Lv +1 Additional attribute rarity: ★★★☆☆
22389;Protector's Talent;Granite Protector [Fist of Heaven] Lv +1 Additional attribute rarity: ★★★★☆
22390;Protector's Talent;Granite Protector [Blessings of Rocks] Lv +1 Additional attribute rarity: ★★★★☆
22391;Protector's Talent;Granite Protector [Rage of the Mind] Lv +1 Additional attribute rarity: ★☆☆☆☆
22392;Protector's Talent;Granite Protector [Fury Lock] Lv +1 Additional attribute rarity: ★★☆☆☆
22393;Protector's Talent;Granite Protector [Light of Destruction] Lv +1 Additional attribute rarity: ★☆☆☆☆
22394;Protector's Talent;Granite Protector [Enrage] Lv +1 Additional attribute rarity: ★★★☆☆
22395;Protector's Talent;Granite Protector [Fury of Light Knowledge] Lv +1 Additional attribute rarity: ★★★☆☆
22396;Protector's Talent;Marble Protector [Mass Taunt] Lv +1 Additional attribute rarity: ★★★★☆
22397;Protector's Talent;Marble Protector [Upheaval] Lv +1 Additional attribute rarity: ★★★★☆
22398;Protector's Talent;Marble Protector [Code of Taunt] Lv +1 Additional attribute rarity: ★☆☆☆☆
22399;Protector's Talent;Marble Protector [Art of Guardians] Lv +1 Additional attribute rarity: ★★★★★
22400;Protector's Talent;Marble Protector [Abominable Will] Lv +1 Additional attribute rarity: ★☆☆☆☆
22401;Protector's Talent;Marble Protector [Chaos Taunt] Lv +1 Additional attribute rarity: ★★★☆☆
22402;Protector's Talent;Marble Protector [Spirit of Rocks] Lv +1 Additional attribute rarity: ★★★★☆
22403;Protector's Talent;Marble Protector [Guardian Boulder] Lv +1 Additional attribute rarity: ★★★★☆
22404;Protector's Talent;Marble Protector [Heart of the Sentinel] Lv +1 Additional attribute rarity: ★☆☆☆☆
22405;Protector's Talent;Marble Protector [Magma Burst] Lv +1 Additional attribute rarity: ★★☆☆☆
24187;N/A符文天赋属性包_守护普通_天赋31;Diamond Protector  (True Crushing Attack) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24188;N/A符文天赋属性包_守护普通_天赋32;Diamond Protector  (True Absolute Counter Measure) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24189;N/A符文天赋属性包_守护普通_天赋33;Granite Protector  (True Nature Aura) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24190;N/A符文天赋属性包_守护普通_天赋34;Granite Protector  (True Iceflame Aura) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24191;N/A符文天赋属性包_守护普通_天赋35;Granite Protector  (True Chaos Aura) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24192;N/A符文天赋属性包_守护普通_天赋36;Granite Protector  (True Fist of Heaven) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24193;N/A符文天赋属性包_守护普通_天赋37;Marble Protector  (True Mass Taunt) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24194;N/A符文天赋属性包_守护普通_天赋38;Marble Protector  (True Upheaval) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24195;N/A符文天赋属性包_守护普通_天赋39;Diamond Protector  (Magic Taunt) Lv1  Additional Attributes Rarity: ★★★☆☆
24196;N/A符文天赋属性包_守护普通_天赋40;Granite Protector  (Ode of Light) Lv1  Additional Attributes Rarity: ★★★★☆
24197;N/A符文天赋属性包_守护普通_天赋41;Granite Protector  (Precision of Light) Lv1  Additional Attributes Rarity: ★★★★☆
24198;N/A符文天赋属性包_守护普通_天赋42;Granite Protector  (Eye of the Storm) Lv1  Additional Attributes Rarity: ★★★★☆
24199;N/A符文天赋属性包_守护普通_天赋43;Marble Protector  (Energy of the Land) Lv1  Additional Attributes Rarity: ★★★☆☆
24200;N/A符文天赋属性包_守护普通_天赋44;Marble Protector  (Faith of Protection) Lv1  Additional Attributes Rarity: ★★★★☆
22346;Warrior's Talent;Aegis Warrior [Crushing Roar] Lv +1 Additional attribute rarity: ★★★★☆
22347;Warrior's Talent;Aegis Warrior [Life Guardian] Lv +1 Additional attribute rarity: ★★★★★
22348;Warrior's Talent;Human Warrior [Warsong of Defense] Lv +1\rElf Warrior [Warsong of Agility] Lv +1 Additional attribute rarity: ★☆☆☆☆
22349;Warrior's Talent;Aegis Warrior [Comprehension of War] Lv +1 Additional attribute rarity: ★★★☆☆
22350;Warrior's Talent;Aegis Warrior [Combat Specialist] Lv +1 Additional attribute rarity: ★★★☆☆
22351;Warrior's Talent;Aegis Warrior [Art of Surviving] Lv +1 Additional attribute rarity: ★★★☆☆
22352;Warrior's Talent;Aegis Warrior [Guard Break] Lv +1 Additional attribute rarity: ★★★☆☆
22353;Warrior's Talent;Aegis Warrior [Dragon Blood] Lv +1 Additional attribute rarity: ★★★☆☆
22354;Warrior's Talent;Aegis Warrior [Blood Will] Lv +1 Additional attribute rarity: ★☆☆☆☆
22355;Warrior's Talent;Aegis Warrior [Hope] Lv +1 Additional attribute rarity: ★☆☆☆☆
22356;Warrior's Talent;Bloodlust Warrior [Crimson Arc] Lv +1 Additional attribute rarity: ★★★★☆
22357;Warrior's Talent;Bloodlust Warrior [Bloodlust Fury] Lv +1 Additional attribute rarity: ★★★★★
22358;Warrior's Talent;Bloodlust Warrior [Charge] Lv +1 Additional attribute rarity: ★★★☆☆
22359;Warrior's Talent;Bloodlust Warrior [Crimson Elegance] Lv +1 Additional attribute rarity: ★★★☆☆
22360;Warrior's Talent;Bloodlust Warrior [Blood Burn] Lv +1 Additional attribute rarity: ★★★★★
22361;Warrior's Talent;Bloodlust Warrior [Cleave] Lv +1 Additional attribute rarity: ★★☆☆☆
22362;Warrior's Talent;Bloodlust Warrior [Weapon Sabotage] Lv +1 Additional attribute rarity: ★★☆☆☆
22363;Warrior's Talent;Bloodlust Warrior [Haste] Lv +1 Additional attribute rarity: ★☆☆☆☆
22364;Warrior's Talent;Bloodlust Warrior [Sanctuary of War] Lv +1 Additional attribute rarity: ★★★★☆
22365;Warrior's Talent;Bloodlust Warrior [Dance of Blood] Lv +1 Additional attribute rarity: ★★★☆☆
22366;Warrior's Talent;Elemental Warrior [Threatening Roar] Lv +1 Additional attribute rarity: ★★★★☆
22367;Warrior's Talent;Elemental Warrior [Blade of Reflection] Lv +1 Additional attribute rarity: ★★★★★
22368;Warrior's Talent;Elemental Warrior [Combat Rampage] Lv +1 Additional attribute rarity: ★★★☆☆
22369;Warrior's Talent;Elemental Warrior [Valiant Sortie] Lv +1 Additional attribute rarity: ★☆☆☆☆
22370;Warrior's Talent;Elemental Warrior [Howl] Lv +1 Additional attribute rarity: ★☆☆☆☆
22371;Warrior's Talent;Elemental Warrior [Code of Haste] Lv +1 Additional attribute rarity: ★☆☆☆☆
22372;Warrior's Talent;Elemental Warrior [Swift Lightning] Lv +1 Additional attribute rarity: ★★★☆☆
22373;Warrior's Talent;Elemental Warrior [Lightning Mystery] Lv +1 Additional attribute rarity: ★★★★★
22374;Warrior's Talent;Elemental Warrior [Leaf Dance] Lv +1 Additional attribute rarity: ★★★★☆
22375;Warrior's Talent;Elemental Warrior [Thunder Storm] Lv +1 Additional attribute rarity: ★★★★☆
24213;N/A符文天赋属性包_战士普通_天赋31;Aegis Warrior  (True Crushing Roar) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24214;N/A符文天赋属性包_战士普通_天赋32;Aegis Warrior  (True Life Guardian) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24215;N/A符文天赋属性包_战士普通_天赋33;Bloodlust Warrior  (True Crimson Arc) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24216;N/A符文天赋属性包_战士普通_天赋34;Bloodlust Warrior  (True Bloodlust Fury) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24217;N/A符文天赋属性包_战士普通_天赋35;Elemental Warrior  (True Threatening Roar) Lv1  Additional Attributes Rarity: ★★★★☆ (True Rune)
24218;N/A符文天赋属性包_战士普通_天赋36;Elemental Warrior  (True Blade of Reflection) Lv1  Additional Attributes Rarity: ★★★★★ (True Rune)
24219;N/A符文天赋属性包_战士普通_天赋37;Aegis Warrior  (Morale Decay) Lv1  Additional Attributes Rarity: ★★★☆☆
24220;N/A符文天赋属性包_战士普通_天赋38;Aegis Warrior  (Fading Corruption) Lv1  Additional Attributes Rarity: ★★★★☆
24221;N/A符文天赋属性包_战士普通_天赋39;Bloodlust Warrior  (Steady) Lv1  Additional Attributes Rarity: ★★★☆☆
24222;N/A符文天赋属性包_战士普通_天赋40;Bloodlust Warrior  (Code of Sortie) Lv1  Additional Attributes Rarity: ★★★★☆
24223;N/A符文天赋属性包_战士普通_天赋41;Elemental Warrior  (Swift Frenzy) Lv1  Additional Attributes Rarity: ★★★☆☆
24224;N/A符文天赋属性包_战士普通_天赋42;Elemental Warrior  (Raging Devour) Lv1  Additional Attributes Rarity: ★★★★☆
34908;TCompass_Crit Chance_001;Crit Chance 1%
34909;TCompass_Crit Chance_002;Crit Chance 1%
34910;TCompass_Crit Chance_003;Crit Chance 1%
34911;TCompass_Crit Chance_004;Crit Chance 1%
34912;TCompass_Crit Chance_005;Crit Chance 1%
34913;TCompass_Crit Chance_006;Crit Chance 2%
34914;TCompass_Crit Chance_007;Crit Chance 2%
34915;TCompass_Crit Chance_008;Crit Chance 2%
34916;TCompass_Crit Chance_009;Crit Chance 2%
34917;TCompass_Crit Chance_010;Crit Chance 3%
34918;TCompass_Crit Chance_011;Crit Chance 3%
34919;TCompass_Crit Chance_012;Crit Chance 3%
34920;TCompass_Crit Chance_013;Crit Chance 3%
34921;TCompass_Crit Chance_014;Crit Chance 4%
34922;TCompass_Crit Chance_015;Crit Chance 4%
34923;TCompass_Crit Chance_016;Crit Chance 4%
34924;TCompass_Crit Chance_017;Crit Chance 4%
34925;TCompass_Crit Chance_018;Crit Chance 5%
34926;TCompass_Crit Chance_019;Crit Chance 5%
34927;TCompass_Crit Chance_020;Crit Chance 5%
34928;TCompass_Crit Chance_021;Crit Chance 5%
34929;TCompass_Crit Chance_022;Crit Chance 6%
34930;TCompass_Crit Chance_023;Crit Chance 6%
34931;TCompass_Crit Chance_024;Crit Chance 6%
34932;TCompass_Crit Chance_025;Crit Chance 6%
34933;TCompass_Crit Chance_026;Crit Chance 7%
34934;TCompass_Crit Chance_027;Crit Chance 7%
34962;TCompass_Crit Damage_001;Crit Damage 1%
34963;TCompass_Crit Damage_002;Crit Damage 2%
34964;TCompass_Crit Damage_003;Crit Damage 2%
34965;TCompass_Crit Damage_004;Crit Damage 3%
34966;TCompass_Crit Damage_005;Crit Damage 4%
34967;TCompass_Crit Damage_006;Crit Damage 5%
34968;TCompass_Crit Damage_007;Crit Damage 5%
34969;TCompass_Crit Damage_008;Crit Damage 6%
34970;TCompass_Crit Damage_009;Crit Damage 7%
34971;TCompass_Crit Damage_010;Crit Damage 8%
34972;TCompass_Crit Damage_011;Crit Damage 8%
34973;TCompass_Crit Damage_012;Crit Damage 9%
34974;TCompass_Crit Damage_013;Crit Damage 10%
34975;TCompass_Crit Damage_014;Crit Damage 11%
34976;TCompass_Crit Damage_015;Crit Damage 11%
34977;TCompass_Crit Damage_016;Crit Damage 12%
34978;TCompass_Crit Damage_017;Crit Damage 13%
34979;TCompass_Crit Damage_018;Crit Damage 14%
34980;TCompass_Crit Damage_019;Crit Damage 14%
34981;TCompass_Crit Damage_020;Crit Damage 15%
34982;TCompass_Crit Damage_021;Crit Damage 16%
34983;TCompass_Crit Damage_022;Crit Damage 17%
34984;TCompass_Crit Damage_023;Crit Damage 17%
34985;TCompass_Crit Damage_024;Crit Damage 18%
34986;TCompass_Crit Damage_025;Crit Damage 19%
34987;TCompass_Crit Damage_026;Crit Damage 20%
34988;TCompass_Crit Damage_027;Crit Damage 20%
34827;TCompass_Earth Defense_001;Earth Defense 45
34828;TCompass_Earth Defense_002;Earth Defense 90
34829;TCompass_Earth Defense_003;Earth Defense 135
34830;TCompass_Earth Defense_004;Earth Defense 180
34831;TCompass_Earth Defense_005;Earth Defense 225
34832;TCompass_Earth Defense_006;Earth Defense 270
34833;TCompass_Earth Defense_007;Earth Defense 315
34834;TCompass_Earth Defense_008;Earth Defense 360
34835;TCompass_Earth Defense_009;Earth Defense 405
34836;TCompass_Earth Defense_010;Earth Defense 450
34837;TCompass_Earth Defense_011;Earth Defense 495
34838;TCompass_Earth Defense_012;Earth Defense 540
34839;TCompass_Earth Defense_013;Earth Defense 585
34840;TCompass_Earth Defense_014;Earth Defense 630
34841;TCompass_Earth Defense_015;Earth Defense 675
34842;TCompass_Earth Defense_016;Earth Defense 720
34843;TCompass_Earth Defense_017;Earth Defense 765
34844;TCompass_Earth Defense_018;Earth Defense 810
34845;TCompass_Earth Defense_019;Earth Defense 855
34846;TCompass_Earth Defense_020;Earth Defense 900
34847;TCompass_Earth Defense_021;Earth Defense 945
34848;TCompass_Earth Defense_022;Earth Defense 990
34849;TCompass_Earth Defense_023;Earth Defense 1035
34850;TCompass_Earth Defense_024;Earth Defense 1080
34851;TCompass_Earth Defense_025;Earth Defense 1125
34852;TCompass_Earth Defense_026;Earth Defense 1170
34853;TCompass_Earth Defense_027;Earth Defense 1215
34530;TCompass_Earth Attack_001;Earth Attack 45
34531;TCompass_Earth Attack_002;Earth Attack 90
34532;TCompass_Earth Attack_003;Earth Attack 135
34533;TCompass_Earth Attack_004;Earth Attack 180
34534;TCompass_Earth Attack_005;Earth Attack 225
34535;TCompass_Earth Attack_006;Earth Attack 270
34536;TCompass_Earth Attack_007;Earth Attack 315
34537;TCompass_Earth Attack_008;Earth Attack 360
34538;TCompass_Earth Attack_009;Earth Attack 405
34539;TCompass_Earth Attack_010;Earth Attack 450
34540;TCompass_Earth Attack_011;Earth Attack 495
34541;TCompass_Earth Attack_012;Earth Attack 540
34542;TCompass_Earth Attack_013;Earth Attack 585
34543;TCompass_Earth Attack_014;Earth Attack 630
34544;TCompass_Earth Attack_015;Earth Attack 675
34545;TCompass_Earth Attack_016;Earth Attack 720
34546;TCompass_Earth Attack_017;Earth Attack 765
34547;TCompass_Earth Attack_018;Earth Attack 810
34548;TCompass_Earth Attack_019;Earth Attack 855
34549;TCompass_Earth Attack_020;Earth Attack 900
34550;TCompass_Earth Attack_021;Earth Attack 945
34551;TCompass_Earth Attack_022;Earth Attack 990
34552;TCompass_Earth Attack_023;Earth Attack 1035
34553;TCompass_Earth Attack_024;Earth Attack 1080
34554;TCompass_Earth Attack_025;Earth Attack 1125
34555;TCompass_Earth Attack_026;Earth Attack 1170
34556;TCompass_Earth Attack_027;Earth Attack 1215
35124;TCompass_Defense_001;Defense 40
35125;TCompass_Defense_002;Defense 79
35126;TCompass_Defense_003;Defense 119
35127;TCompass_Defense_004;Defense 158
35128;TCompass_Defense_005;Defense 198
35129;TCompass_Defense_006;Defense 238
35130;TCompass_Defense_007;Defense 277
35131;TCompass_Defense_008;Defense 317
35132;TCompass_Defense_009;Defense 356
35133;TCompass_Defense_010;Defense 396
35134;TCompass_Defense_011;Defense 436
35135;TCompass_Defense_012;Defense 475
35136;TCompass_Defense_013;Defense 515
35137;TCompass_Defense_014;Defense 554
35138;TCompass_Defense_015;Defense 594
35139;TCompass_Defense_016;Defense 634
35140;TCompass_Defense_017;Defense 673
35141;TCompass_Defense_018;Defense 713
35142;TCompass_Defense_019;Defense 752
35143;TCompass_Defense_020;Defense 792
35144;TCompass_Defense_021;Defense 832
35145;TCompass_Defense_022;Defense 871
35146;TCompass_Defense_023;Defense 911
35147;TCompass_Defense_024;Defense 950
35148;TCompass_Defense_025;Defense 990
35149;TCompass_Defense_026;Defense 1030
35150;TCompass_Defense_027;Defense 1069
34881;TCompass_Wind Defense_001;Wind Defense 45
34882;TCompass_Wind Defense_002;Wind Defense 90
34883;TCompass_Wind Defense_003;Wind Defense 135
34884;TCompass_Wind Defense_004;Wind Defense 180
34885;TCompass_Wind Defense_005;Wind Defense 225
34886;TCompass_Wind Defense_006;Wind Defense 270
34887;TCompass_Wind Defense_007;Wind Defense 315
34888;TCompass_Wind Defense_008;Wind Defense 360
34889;TCompass_Wind Defense_009;Wind Defense 405
34890;TCompass_Wind Defense_010;Wind Defense 450
34891;TCompass_Wind Defense_011;Wind Defense 495
34892;TCompass_Wind Defense_012;Wind Defense 540
34893;TCompass_Wind Defense_013;Wind Defense 585
34894;TCompass_Wind Defense_014;Wind Defense 630
34895;TCompass_Wind Defense_015;Wind Defense 675
34896;TCompass_Wind Defense_016;Wind Defense 720
34897;TCompass_Wind Defense_017;Wind Defense 765
34898;TCompass_Wind Defense_018;Wind Defense 810
34899;TCompass_Wind Defense_019;Wind Defense 855
34900;TCompass_Wind Defense_020;Wind Defense 900
34901;TCompass_Wind Defense_021;Wind Defense 945
34902;TCompass_Wind Defense_022;Wind Defense 990
34903;TCompass_Wind Defense_023;Wind Defense 1035
34904;TCompass_Wind Defense_024;Wind Defense 1080
34905;TCompass_Wind Defense_025;Wind Defense 1125
34906;TCompass_Wind Defense_026;Wind Defense 1170
34907;TCompass_Wind Defense_027;Wind Defense 1215
34638;TCompass_Wind Attack_001;Wind Attack 45
34639;TCompass_Wind Attack_002;Wind Attack 90
34640;TCompass_Wind Attack_003;Wind Attack 135
34641;TCompass_Wind Attack_004;Wind Attack 180
34642;TCompass_Wind Attack_005;Wind Attack 225
34643;TCompass_Wind Attack_006;Wind Attack 270
34644;TCompass_Wind Attack_007;Wind Attack 315
34645;TCompass_Wind Attack_008;Wind Attack 360
34646;TCompass_Wind Attack_009;Wind Attack 405
34647;TCompass_Wind Attack_010;Wind Attack 450
34648;TCompass_Wind Attack_011;Wind Attack 495
34649;TCompass_Wind Attack_012;Wind Attack 540
34650;TCompass_Wind Attack_013;Wind Attack 585
34651;TCompass_Wind Attack_014;Wind Attack 630
34652;TCompass_Wind Attack_015;Wind Attack 675
34653;TCompass_Wind Attack_016;Wind Attack 720
34654;TCompass_Wind Attack_017;Wind Attack 765
34655;TCompass_Wind Attack_018;Wind Attack 810
34656;TCompass_Wind Attack_019;Wind Attack 855
34657;TCompass_Wind Attack_020;Wind Attack 900
34658;TCompass_Wind Attack_021;Wind Attack 945
34659;TCompass_Wind Attack_022;Wind Attack 990
34660;TCompass_Wind Attack_023;Wind Attack 1035
34661;TCompass_Wind Attack_024;Wind Attack 1080
34662;TCompass_Wind Attack_025;Wind Attack 1125
34663;TCompass_Wind Attack_026;Wind Attack 1170
34664;TCompass_Wind Attack_027;Wind Attack 1215
35097;TCompass_Attack_001;Attack 40
35098;TCompass_Attack_002;Attack 79
35099;TCompass_Attack_003;Attack 119
35100;TCompass_Attack_004;Attack 158
35101;TCompass_Attack_005;Attack 198
35102;TCompass_Attack_006;Attack 238
35103;TCompass_Attack_007;Attack 277
35104;TCompass_Attack_008;Attack 317
35105;TCompass_Attack_009;Attack 356
35106;TCompass_Attack_010;Attack 396
35107;TCompass_Attack_011;Attack 436
35108;TCompass_Attack_012;Attack 475
35109;TCompass_Attack_013;Attack 515
35110;TCompass_Attack_014;Attack 554
35111;TCompass_Attack_015;Attack 594
35112;TCompass_Attack_016;Attack 634
35113;TCompass_Attack_017;Attack 673
35114;TCompass_Attack_018;Attack 713
35115;TCompass_Attack_019;Attack 752
35116;TCompass_Attack_020;Attack 792
35117;TCompass_Attack_021;Attack 832
35118;TCompass_Attack_022;Attack 871
35119;TCompass_Attack_023;Attack 911
35120;TCompass_Attack_024;Attack 950
35121;TCompass_Attack_025;Attack 990
35122;TCompass_Attack_026;Attack 1030
35123;TCompass_Attack_027;Attack 1069
34584;TCompass_Light Defense_001;Light Defense 45
34585;TCompass_Light Defense_002;Light Defense 90
34586;TCompass_Light Defense_003;Light Defense 135
34587;TCompass_Light Defense_004;Light Defense 180
34588;TCompass_Light Defense_005;Light Defense 225
34589;TCompass_Light Defense_006;Light Defense 270
34590;TCompass_Light Defense_007;Light Defense 315
34591;TCompass_Light Defense_008;Light Defense 360
34592;TCompass_Light Defense_009;Light Defense 405
34593;TCompass_Light Defense_010;Light Defense 450
34594;TCompass_Light Defense_011;Light Defense 495
34595;TCompass_Light Defense_012;Light Defense 540
34596;TCompass_Light Defense_013;Light Defense 585
34597;TCompass_Light Defense_014;Light Defense 630
34598;TCompass_Light Defense_015;Light Defense 675
34599;TCompass_Light Defense_016;Light Defense 720
34600;TCompass_Light Defense_017;Light Defense 765
34601;TCompass_Light Defense_018;Light Defense 810
34602;TCompass_Light Defense_019;Light Defense 855
34603;TCompass_Light Defense_020;Light Defense 900
34604;TCompass_Light Defense_021;Light Defense 945
34605;TCompass_Light Defense_022;Light Defense 990
34606;TCompass_Light Defense_023;Light Defense 1035
34607;TCompass_Light Defense_024;Light Defense 1080
34608;TCompass_Light Defense_025;Light Defense 1125
34609;TCompass_Light Defense_026;Light Defense 1170
34610;TCompass_Light Defense_027;Light Defense 1215
34800;TCompass_LightATK_001;Light Attack 45
34801;TCompass_LightATK_002;Light Attack 90
34802;TCompass_LightATK_003;Light Attack 135
34803;TCompass_LightATK_004;Light Attack 180
34804;TCompass_LightATK_005;Light Attack 225
34805;TCompass_LightATK_006;Light Attack 270
34806;TCompass_LightATK_007;Light Attack 315
34807;TCompass_LightATK_008;Light Attack 360
34808;TCompass_LightATK_009;Light Attack 405
34809;TCompass_LightATK_010;Light Attack 450
34810;TCompass_LightATK_011;Light Attack 495
34811;TCompass_LightATK_012;Light Attack 540
34812;TCompass_LightATK_013;Light Attack 585
34813;TCompass_LightATK_014;Light Attack 630
34814;TCompass_LightATK_015;Light Attack 675
34815;TCompass_LightATK_016;Light Attack 720
34816;TCompass_LightATK_017;Light Attack 765
34817;TCompass_LightATK_018;Light Attack 810
34818;TCompass_LightATK_019;Light Attack 855
34819;TCompass_LightATK_020;Light Attack 900
34820;TCompass_LightATK_021;Light Attack 945
34821;TCompass_LightATK_022;Light Attack 990
34822;TCompass_LightATK_023;Light Attack 1035
34823;TCompass_LightATK_024;Light Attack 1080
34824;TCompass_LightATK_025;Light Attack 1125
34825;TCompass_LightATK_026;Light Attack 1170
34826;TCompass_LightATK_027;Light Attack 1215
34611;TCompass_Dark Defense_001;Dark Defense 45
34612;TCompass_Dark Defense_002;Dark Defense 90
34613;TCompass_Dark Defense_003;Dark Defense 135
34614;TCompass_Dark Defense_004;Dark Defense 180
34615;TCompass_Dark Defense_005;Dark Defense 225
34616;TCompass_Dark Defense_006;Dark Defense 270
34617;TCompass_Dark Defense_007;Dark Defense 315
34618;TCompass_Dark Defense_008;Dark Defense 360
34619;TCompass_Dark Defense_009;Dark Defense 405
34620;TCompass_Dark Defense_010;Dark Defense 450
